68.180.228.50 - - [10/Jan/2017:00:00:05 +0800] "GET /sxzn/login.action;jsessionid=99AA4408AC09AA888F23E0BF5B0D7FB6 HTTP/1.1" 200 7386
207.46.13.16 - - [10/Jan/2017:13:40:43 +0800] "GET /sxzn/js/MzTreeView10.js HTTP/1.1" 200 24098
113.95.12.85 - - [10/Jan/2017:13:42:39 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:13:42:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
180.163.220.125 - - [10/Jan/2017:13:43:07 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
42.120.160.109 - - [10/Jan/2017:13:43:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C3D758DA23F5ECC6873405DE97FCCCB0 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:13:43:25 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CCC2FF1D4086D0D3D6893BFAC94DA3D4 HTTP/1.1" 200 26368
58.32.44.98 - - [10/Jan/2017:13:43:44 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:13:43:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.178.245.216 - - [10/Jan/2017:13:44:15 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [10/Jan/2017:13:44:30 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:13:44:30 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:13:44:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:13:44:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
103.226.213.82 - - [10/Jan/2017:13:47:34 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
113.95.12.85 - - [10/Jan/2017:13:47:47 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:13:47:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:13:48:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D10F741C462E1AF7A66E43AAF54ED832 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:13:48:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8B5C007EFAF32003AD0330ED997B44DF HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:13:48:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=45F239EA6A59BD1258F81DC2797C0177 HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:13:48:05 +0800] "GET /sxzn/foreground/viewMetadata.action?id=96 HTTP/1.1" 200 9147
42.156.139.109 - - [10/Jan/2017:13:48:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5351A45EA5503A8241FC57242C88477C HTTP/1.1" 200 26368
58.32.44.98 - - [10/Jan/2017:13:48:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:13:48:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:13:49:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:13:49:30 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:13:49:47 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:13:49:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:13:52:39 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:13:52:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:13:53:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:13:53:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:13:54:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A0FE951665087A4329F6A7C4E6A92FF3 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:13:54:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A4B76056FF9105ABB68732FE4F74C706 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:13:54:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=174FB05681287949ABB2E75E61A638A1 HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:13:54:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:13:54:29 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:13:54:47 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:13:54:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
120.26.42.212 - - [10/Jan/2017:13:57:21 +0800] "GET / HTTP/1.1" 302 -
120.26.42.212 - - [10/Jan/2017:13:57:21 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
42.120.160.109 - - [10/Jan/2017:13:57:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BDD102DC62BB5DBD24839DCEA837A3B3 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:13:57:44 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1E7FD046864F360EAAADEE06B8D3FF25 HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:13:57:45 +0800] "HEAD / HTTP/1.1" 302 -
42.156.137.109 - - [10/Jan/2017:13:57:44 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9970EF40720F8C884133836584E11293 HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:13:57:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:13:58:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:13:58:46 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.134.165.233 - - [10/Jan/2017:13:58:59 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [10/Jan/2017:13:59:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:13:59:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:13:59:48 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:13:59:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.12.161 - - [10/Jan/2017:14:00:01 +0800] "GET / HTTP/1.1" 302 -
61.149.12.161 - - [10/Jan/2017:14:00:01 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
42.120.160.109 - - [10/Jan/2017:14:01:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=589C7E304FFBAA0C76F3DF105BB7E92C HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:01:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=446F98E1867FDCA92BF77E818994A4FE HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:14:02:39 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:02:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:14:03:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:03:46 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:04:32 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:04:32 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:14:04:47 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:04:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:06:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4C2FEBAD567B9C5F81E70EAE62EA9B4E HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:06:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EAB9DC7F07D38D8D179187A37CCF289D HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:14:06:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B90444342DE7571EEE5FE4AFE115DFC2 HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:14:07:44 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:07:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:14:08:44 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:08:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:09:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0BFDAF6DB32E1E379EFD70F0CBF55FB1 HTTP/1.1" 200 26368
61.149.81.22 - - [10/Jan/2017:14:09:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:09:29 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:14:09:47 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:09:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:14:12:38 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:12:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:12:43 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=634E6192DB22ABBCAAB91036BC63CCE5 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:12:43 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A9A211B59C019388089459556801E929 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:14:12:43 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B17EFC66A5501616F8E9E3BC951916CD HTTP/1.1" 200 26368
58.32.44.98 - - [10/Jan/2017:14:13:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:13:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:14:30 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:14:30 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:14:14:48 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:14:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
124.115.214.185 - - [10/Jan/2017:14:14:51 +0800] "GET /favicon.ico HTTP/1.1" 404 988
118.193.164.42 - - [10/Jan/2017:14:16:07 +0800] "GET /manager/html HTTP/1.1" 404 991
42.120.160.109 - - [10/Jan/2017:14:16:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=09832D82328A0966C218BCEADC67B43A HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:16:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F7977137E138EAC6D66C8BC1C3FAB766 HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:14:17:45 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:17:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
112.74.206.117 - - [10/Jan/2017:14:17:58 +0800] "GET /admin HTTP/1.1" 404 970
116.249.127.139 - - [10/Jan/2017:14:18:31 +0800] "GET /favicon.ico HTTP/1.1" 404 988
58.32.44.98 - - [10/Jan/2017:14:18:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:18:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.135.169.9 - - [10/Jan/2017:14:18:46 +0800] "GET /zszx/handbook/notes.docs/image003.jpg HTTP/1.1" 200 13755
61.149.81.22 - - [10/Jan/2017:14:19:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:19:29 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:14:19:47 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:19:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:21:23 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=61 HTTP/1.1" 302 -
42.120.160.109 - - [10/Jan/2017:14:21:23 +0800] "GET /sxzn/login.action;jsessionid=CAE756FED7C9C3A223F984F155807D0C HTTP/1.1" 200 7449
42.120.161.109 - - [10/Jan/2017:14:21:23 +0800] "GET /sxzn/login.action;jsessionid=CAE756FED7C9C3A223F984F155807D0C HTTP/1.1" 200 7449
42.156.137.109 - - [10/Jan/2017:14:21:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=845C04EF8E5A4D2DDB56534AD1D6E3B3 HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:14:21:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DB76BFC4499538185701B2187D83C3E0 HTTP/1.1" 200 26368
42.156.139.109 - - [10/Jan/2017:14:21:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=64845486FD81F9C2FFA856BE7AC96126 HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:14:22:39 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:22:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:14:23:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:23:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:24:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:24:30 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:14:24:47 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:24:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:27:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E6A3AE40D95F92C5BCB502A786D5FCEA HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:27:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E056E72F0E091F9B06EF99425ABAB637 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:14:27:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=09F95F2AEA3E39A8BEBDD4355194B5EC HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:14:27:45 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:27:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:14:28:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:28:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:29:37 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:29:37 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:29:37 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
61.149.81.22 - - [10/Jan/2017:14:29:37 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
111.192.102.34 - - [10/Jan/2017:14:29:48 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:29:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:30:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=89546473DE31605BB7B026FE31DD6C7C HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:30:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=67638C07AEF955C1BEB4C2792A14A050 HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:14:32:38 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:32:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:14:33:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:33:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:34:32 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:34:32 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:14:34:47 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:34:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:36:03 +0800] "GET /sxzn/foreground/viewMetadata.action?id=92 HTTP/1.1" 200 9300
42.120.161.109 - - [10/Jan/2017:14:36:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CF7A2A4E4D3CAEC056D466EDF8EAF624 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:14:36:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BCF016BAF3B18B19BC3595FA6EEB7B5D HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:14:36:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1D15E5E2798001D14710D8E063A3F20D HTTP/1.1" 200 26368
112.80.254.22 - - [10/Jan/2017:14:37:00 +0800] "GET /clim/images/climintro2.jpg HTTP/1.1" 200 11519
113.95.12.85 - - [10/Jan/2017:14:37:45 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:37:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:14:38:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:38:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:39:33 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:39:33 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:14:39:47 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:39:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:40:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=42753D743CB9546AED8B4EBA81AA7F94 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:40:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1ECA32281C6102E83C8D908460DD1192 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:14:40:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1B562744F5D8443F9A9B2B9716424979 HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:14:40:25 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E414039B98AF63C8789A758A71A8C91E HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:14:40:49 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:40:49 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:14:42:38 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:42:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.200.245.38 - - [10/Jan/2017:14:42:44 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
113.200.245.38 - - [10/Jan/2017:14:42:44 +0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 1051
113.200.245.38 - - [10/Jan/2017:14:42:44 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 1015
113.200.245.38 - - [10/Jan/2017:14:42:44 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.200.245.38 - - [10/Jan/2017:14:42:44 +0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 1051
113.200.245.38 - - [10/Jan/2017:14:42:44 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 1015
113.200.245.38 - - [10/Jan/2017:14:42:44 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.200.245.38 - - [10/Jan/2017:14:42:45 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
113.200.245.38 - - [10/Jan/2017:14:42:45 +0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 1051
113.200.245.38 - - [10/Jan/2017:14:42:45 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 1015
113.200.245.38 - - [10/Jan/2017:14:42:45 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.200.245.38 - - [10/Jan/2017:14:42:45 +0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 1051
113.200.245.38 - - [10/Jan/2017:14:42:45 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 1015
113.200.245.38 - - [10/Jan/2017:14:42:45 +0800] "GET /favicon.ico HTTP/1.1" 404 988
58.32.44.98 - - [10/Jan/2017:14:43:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:43:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:44:29 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:44:29 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
106.120.173.126 - - [10/Jan/2017:14:44:44 +0800] "GET /http_type/tm/docments/LT41210391989044XXX02%20Metadata.htm HTTP/1.1" 200 16140
106.120.173.126 - - [10/Jan/2017:14:44:53 +0800] "GET /http_type/tm/docments/LT51230312007276IKR00%20Metadata.htm HTTP/1.1" 200 16131
106.120.173.126 - - [10/Jan/2017:14:45:03 +0800] "GET /stat/stat_txt_14.htm HTTP/1.1" 404 218
106.120.173.126 - - [10/Jan/2017:14:45:13 +0800] "GET /stat/stat_txt_5.htm HTTP/1.1" 404 217
106.120.173.126 - - [10/Jan/2017:14:45:23 +0800] "GET /sxzn/foreground/viewMetadata.action?id=229 HTTP/1.1" 200 9393
106.120.173.126 - - [10/Jan/2017:14:45:33 +0800] "GET /obd/showDataSet.jsp?id=1081 HTTP/1.1" 500 2143
111.192.102.34 - - [10/Jan/2017:14:45:40 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:45:41 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.120.173.126 - - [10/Jan/2017:14:45:43 +0800] "GET /obd/showDataSet.jsp?id=1082 HTTP/1.1" 500 2143
42.120.160.109 - - [10/Jan/2017:14:46:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=55A97AF84CAA763A668F3E5D3E700265 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:46:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C84F7F446C58420E889329215C6A0828 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:14:46:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7F6D4CF7293F5BB696F52EEC8485710E HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:14:47:47 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:47:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:14:48:45 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:48:45 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:49:33 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:49:33 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
42.120.160.109 - - [10/Jan/2017:14:50:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2F96D2AD98E0E72ED139C7282FB974E5 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:50:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C439F2774884A3AA8E49C94594DCB0FF HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:14:50:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6E510158B95D5813561B493FE36463F1 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:14:50:41 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:50:41 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [10/Jan/2017:14:51:24 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:51:24 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:14:52:38 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:14:52:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:14:54:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:14:54:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:14:55:40 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:14:55:41 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:14:56:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=65186B90C4AF3C76F40DA619370F508C HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:14:56:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=576CFDFB037CEE36B2DC4A272CD7E2A7 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:14:56:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FFD3B9A8CF2FB2FB7C2580EEB7664BD0 HTTP/1.1" 200 26368
58.32.44.98 - - [10/Jan/2017:14:56:11 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:14:56:12 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
112.80.254.152 - - [10/Jan/2017:14:56:14 +0800] "GET /zszx/map/photo/50huangtu/trqsqht.bmp HTTP/1.1" 200 867098
